registry_status_code_guid,code,description,is_hidden,sort_order,when_created,when_updated,who_created,who_updated
"dc37da91e36e49fab180e2c968988f13","ACTIVE","Active","N","2","2018-01-01 00:00:00-08","2018-01-01 00:00:00-08","DATALOAD_USER","DATALOAD_USER"
"4730ae4f1e8842e180fd6fa65bbf858a","REMOVED","Removed","N","4","2018-01-01 00:00:00-08","2018-01-01 00:00:00-08","DATALOAD_USER","DATALOAD_USER"
