create_user,create_date,update_user,update_date,screen_type_guid,screen_type_code,description,display_order
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08","335f4018796711e7b5a5be2e44b06b34","PIPE_SIZE","Pipe size","10"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08","335f42ca796711e7b5a5be2e44b06b34","TELESCOPE","Telescope","20"
