well_activity_type_guid,well_activity_type_code,description,display_order,create_user,create_date,update_user,update_date
"bbfd2e4e47df11e7a91992ebcb67fe33","CON","Construction","2","ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08"
"bbfd30f647df11e7a91992ebcb67fe33","ALT","Alteration","4","ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08"
"bbfd320447df11e7a91992ebcb67fe33","DEC","Decommission","6","ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08"
