create_user,create_date,update_user,update_date,obs_well_status_guid,code,description,is_hidden,display_order
ETL_USER,2018-01-08 12:41:41.440024-08,ETL_USER,2018-01-08 12:41:41.440024-08,b703a326-8ecc-48e4-89dd-d2fbd58834a9,Inactive,An observation well that no longer part of the provincial observation well network.,f,0
ETL_USER,2018-01-08 12:41:41.440024-08,ETL_USER,2018-01-08 12:41:41.440024-08,1af7ba78-1ab6-4992-b4f6-f105e519d2a6,Active,An observation well that is currently part of the provincial observation well network.,f,0
