"WHO_CREATED","WHEN_CREATED","WHO_UPDATED","WHEN_UPDATED","SURFACE_SEAL_MATERIAL_GUID","CODE","DESCRIPTION","display_order","SEALANT_MATERIAL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A20DE04E0530CB3228E67B2,"30% SOLIDS BT GR","30% Solids Bentonite Grout",130,"30% SOLIDS BENTONITE GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A21DE04E0530CB3228E67B2,"AS ABOVE","As Above",140,"AS ABOVE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A22DE04E0530CB3228E67B2,"BACK FILLED","Back Filled",150,"BACK FILLED"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A23DE04E0530CB3228E67B2,"BARITE GR","Barite Grout",160,"BARITE GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A24DE04E0530CB3228E67B2,"BT","Benonite",170,"BENONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A25DE04E0530CB3228E67B2,"BT NATIVE MATERIAL","Benonite Native Material",180,"BENONITE NATIVE MATERIAL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A26DE04E0530CB3228E67B2,"BENSEAL","Benseal",190,"BENSEAL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A27DE04E0530CB3228E67B2,"BENSEAL CLAY","Benseal Clay",200,"BENSEAL CLAY"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A28DE04E0530CB3228E67B2,"BT","Bent",210,"BENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A29DE04E0530CB3228E67B2,"BT CHIPS","Bent Chips",220,"BENT CHIPS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A2ADE04E0530CB3228E67B2,"BT","Bentionite",230,"BENTIONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A2BDE04E0530CB3228E67B2,"BT","Bentonite",240,"BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A2CDE04E0530CB3228E67B2,"BT & CM","Bentonite & Cement",250,"BENTONITE & CEMENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A2DDE04E0530CB3228E67B2,"BT & CC","Bentonite & Concrete",260,"BENTONITE & CONCRETE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A2EDE04E0530CB3228E67B2,"BT & GR","Bentonite & Grout",270,"BENTONITE & GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A2FDE04E0530CB3228E67B2,"BT & SAND","Bentonite & Sand",280,"BENTONITE & SAND"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A30DE04E0530CB3228E67B2,"BT (125 BAGS)","Bentonite (125 Bags)",290,"BENTONITE (125 BAGS)"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A31DE04E0530CB3228E67B2,"BT 20%","Bentonite 20%",300,"BENTONITE 20%"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A32DE04E0530CB3228E67B2,"BT AND GRAVEL","Bentonite And Gravel",310,"BENTONITE AND GRAVEL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A33DE04E0530CB3228E67B2,"BT CM","Bentonite Cement",320,"BENTONITE CEMENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A34DE04E0530CB3228E67B2,"BT CHIP","Bentonite Chip",330,"BENTONITE CHIP"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A35DE04E0530CB3228E67B2,"BT CHIPS","Bentonite Chips",340,"BENTONITE CHIPS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A36DE04E0530CB3228E67B2,"BT CLAY","Bentonite Clay",350,"BENTONITE CLAY"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A37DE04E0530CB3228E67B2,"BT GR","Bentonite Frout",360,"BENTONITE FROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A38DE04E0530CB3228E67B2,"BT GR","Bentonite Grount",370,"BENTONITE GROUNT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A39DE04E0530CB3228E67B2,"BT GR","Bentonite Grout",380,"BENTONITE GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A3ADE04E0530CB3228E67B2,"BT PELLETS","Bentonite Pellets",390,"BENTONITE PELLETS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A3BDE04E0530CB3228E67B2,"BT/BIRDS EYE GRAVEL","Bentonite/Birds Eye Gravel",400,"BENTONITE/BIRDS EYE GRAVEL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A3CDE04E0530CB3228E67B2,"BT/CM","Bentonite/Cement",410,"BENTONITE/CEMENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A3DDE04E0530CB3228E67B2,"BT/CLAY/SAND MIXTURE","Bentonite/Clay/Sand Mixture",420,"BENTONITE/CLAY/SAND MIXTURE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A3EDE04E0530CB3228E67B2,"BT/CC","Bentonite/Concrete",430,"BENTONITE/CONCRETE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A3FDE04E0530CB3228E67B2,"BT","Beotnite",440,"BEOTNITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A40DE04E0530CB3228E67B2,"BT","Betnonite",450,"BETNONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A41DE04E0530CB3228E67B2,"BT","Betonite",460,"BETONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A42DE04E0530CB3228E67B2,"BT CLAY","Betonite Clay",470,"BETONITE CLAY"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A43DE04E0530CB3228E67B2,"C33 SAND","C33 Sand",480,"C33 SAND"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A44DE04E0530CB3228E67B2,"CEKO GRANULAR 20 % SOLIDS","Ceko Granular 20 % Solids",490,"CEKO GRANULAR 20 % SOLIDS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A45DE04E0530CB3228E67B2,"CM","Cement",500,"CEMENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A46DE04E0530CB3228E67B2,"CM & BT","Cement & Bentonite",510,"CEMENT & BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A47DE04E0530CB3228E67B2,"CM AND BT","Cement And Bentonite",520,"CEMENT AND BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A48DE04E0530CB3228E67B2,"CM BARITE","Cement Barite",530,"CEMENT BARITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A49DE04E0530CB3228E67B2,"CM BT","Cement Bentonite",540,"CEMENT BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A4ADE04E0530CB3228E67B2,"CM GR","Cement Grout",550,"CEMENT GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A4BDE04E0530CB3228E67B2,"CM/BT","Cement/Bent",560,"CEMENT/BENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A4CDE04E0530CB3228E67B2,"CM/BT","Cement/Bentonite",570,"CEMENT/BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A4DDE04E0530CB3228E67B2,"CHIPS","Chips",580,"CHIPS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A4EDE04E0530CB3228E67B2,"CLAY","Clay",590,"CLAY"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A4FDE04E0530CB3228E67B2,"COATED PELLETS","Coated Pellets",600,"COATED PELLETS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A50DE04E0530CB3228E67B2,"CC","Concrete",610,"CONCRETE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A51DE04E0530CB3228E67B2,"CC GR","Concrete Grout",620,"CONCRETE GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A52DE04E0530CB3228E67B2,"CC MIX (28MPA, SMALL ROCK FROM GRESTONE READY MIX INC)","Concrete Mix (28mpa, Small Rock From Grestone Ready Mix Inc)",630,"CONCRETE MIX (28MPA, SMALL ROCK FROM GRESTONE READY MIX INC)"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A53DE04E0530CB3228E67B2,"CC MIX (28MPA, SMALL ROCK FROM GRESTONE READY MIX)","Concrete Mix (28mpa, Small Rock From Grestone Ready Mix)",640,"CONCRETE MIX (28MPA, SMALL ROCK FROM GRESTONE READY MIX)"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A54DE04E0530CB3228E67B2,"CC WITH AGILIA BLOCK FILL","Concrete With Agilia Block Fill",650,"CONCRETE WITH AGILIA BLOCK FILL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A55DE04E0530CB3228E67B2,"CUTTING & BT","Cutting & Bentonite",660,"CUTTING & BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A56DE04E0530CB3228E67B2,"ENVIRO PLUG","Enviro Plug",670,"ENVIRO PLUG"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A57DE04E0530CB3228E67B2,"ENVIROPLUG","Enviroplug",680,"ENVIROPLUG"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A58DE04E0530CB3228E67B2,"GOPHER GR","Gopher Grout",690,"GOPHER GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A59DE04E0530CB3228E67B2,"GR","Grout",700,"GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A5ADE04E0530CB3228E67B2,"GR & CM","Grout & Cement",710,"GROUT & CEMENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A5BDE04E0530CB3228E67B2,"GR - TREMIED","Grout - Tremied",720,"GROUT - TREMIED"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A5CDE04E0530CB3228E67B2,"GR AND BT","Grout And Bentonite",730,"GROUT AND BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A5DDE04E0530CB3228E67B2,"GR CHIPS","Grout Chips",740,"GROUT CHIPS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A5EDE04E0530CB3228E67B2,"GR MIXTURE","Grout Mixture",750,"GROUT MIXTURE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A5FDE04E0530CB3228E67B2,"GR SLURRY","Grout Slurry",760,"GROUT SLURRY"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A60DE04E0530CB3228E67B2,"GR/BT","Grout/Bentonite",770,"GROUT/BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A61DE04E0530CB3228E67B2,"GR/BT CHIPS","Grout/Bentonite Chips",780,"GROUT/BENTONITE CHIPS"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A62DE04E0530CB3228E67B2,"GRWELL DF","Groutwell Df",790,"GROUTWELL DF"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A63DE04E0530CB3228E67B2,"HOLE PLUG","Hole Plug",800,"HOLE PLUG"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A64DE04E0530CB3228E67B2,"HOT CM/GR","Hot Cement/Grout",810,"HOT CEMENT/GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A65DE04E0530CB3228E67B2,"NOT PROVIDED","Not Provided",820,"NOT PROVIDED"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A66DE04E0530CB3228E67B2,"PEA GRAVEL","Pea Gravel",830,"PEA GRAVEL"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A67DE04E0530CB3228E67B2,"PORTLAND AND BT GR","Portland And Bentonite Grout",840,"PORTLAND AND BENTONITE GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A68DE04E0530CB3228E67B2,"POWER GR","Power Grout",850,"POWER GROUT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A69DE04E0530CB3228E67B2,"SILTY CLAY","Silty Clay",860,"SILTY CLAY"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A6ADE04E0530CB3228E67B2,"NA BT","Sodium Bentonite",870,"SODIUM BENTONITE"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A6BDE04E0530CB3228E67B2,"NA BT AND CM","Sodium Bentonite And Cement",880,"SODIUM BENTONITE AND CEMENT"
"ETL_USER","2017-07-01 00:00:00-08","ETL_USER","2017-07-01 00:00:00-08",552AC8CB8A6CDE04E0530CB3228E67B2,"XYPEX CC","Xypex Concrete",890,"XYPEX CONCRETE"
